keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Olive,"OLIVE, DON A",MVZQE78MRRH5,4KGN3,"8238 N Pennsylvania ST,Indianapolis, Indiana,46240-2246, United States","8238 N. Pennsylvania ST.,Indianapolis, Indiana,46240-2246, United States",,"Jan 1, 2003",['Don Olive'],"Indiana, United States",Indiana 05
Olive,MOUNT OLIVE FIRE & RESCUE DISTRICT,YLCPLLKELFG3,6JY92,"3235 Mount Olive RD,Mount Olive, Alabama,35117-3711, United States","3235 Mount Olive RD,Mount Olive, Alabama,35117-3711, United States",,"Apr 1, 1981","['Dwight Sloan', 'Chris Gamble']","Alabama, United States",Alabama 06
Olive,"MT. OLIVE PARK AND RECREATION ASSOCIATION, INC.",XRTNKM5P15R6,88UM1,"3500 Mount Olive RD,Mount Olive, Alabama,35117-3702, United States","3500 Mount Olive Road,Mount Olive, Alabama,35117-3702, United States",,"Sep 4, 1958",['Dwight Sloan'],"Alabama, United States",Alabama 06
Olive,"VIDEO INDUSTRIAL SERVICES, INC.",HXH7JJAX3FF5,0PKX1,"7721 2ND AVE N,Birmingham, Alabama,35206-3702, United States","7721 2ND AVE N,Birmingham, Alabama,35214-3702, United States",http://www.videoindustrial.com/,"Nov 1, 1985",['Anthony Olive'],"Alabama, United States",Alabama 07
Olive,JOSEPH OLIVE CONSULTING,VJUCQH4UWVQ8,6ZYY3,"101 Valley DR,Watchung, New Jersey,07069-6431, United States","101 Valley DR.,Watchung, New Jersey,07069, United States",,"May 25, 2011",['Joseph Olive'],"New Jersey, United States",New Jersey 07
Olive,INGENIUM SOFTWARE LLC,UFHAK5VRN7X8,5AYA3,"1010 Barclay DR,Madison, Georgia,30650-4621, United States","PO Box 170,Madison, Georgia,30650, United States",http://www.ingeniumsw.com/,"Mar 1, 2006","['Doug Olive', 'Susan Draeger']","Georgia, United States",Georgia 10
Olive,,,,"4857 GOODMAN RD,STE 102,OLIVE BRANCH, MS,38654-7915, USA",,,,[],,
Olive,,,,"118 Whitley St,Mount Olive, NC,28365-2625, USA",,,,[],,
Olive,"CALLIVE, LLC",VJLHNWYUQJJ1,8CK15,"15705 Indianola DR,Derwood, Maryland,20855-2668, United States","7238 Muncaster Mill Road,Suite 244,Derwood, Maryland,20855-2668, United States",,"Jan 6, 2022",['Olive Idehen'],"Maryland, United States",Maryland 08
Olive,MARGARET OLIVE,KYXMDVJCGYX1,9DM09,"16798 Gault Valley RD,Hillsboro, Wisconsin,54634-3375, United States","16798 Gault Valley RD,Hillsboro, Wisconsin,54634-3375, United States",,"Jan 1, 2019",['Margaret Olive'],"(blank), (blank)",Wisconsin 03
