keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
TMM LLC,"COMFORT ZONE SECURITY, PROTECTION AND INVESTIGATIONS, LLC",G56TG42571S3,4MEN0,"112 Point West BLVD STE 15,Saint Charles, Missouri,63301-4421, United States","P.O. Box 261,Wentzville, Missouri,63385, United States",https://www.comfortzsecurity.com/,"Jun 20, 2006",['Thomas Mitchell'],"Missouri, United States",Missouri 03
TMM LLC,"TMM FAMILY SERVICES, INC.",XV45AHM897V7,3W9Z6,"1550 N Country Club,Tucson, Arizona,85716-3152, United States","1550 N. Country Club Road,Tucson, Arizona,85716-3152, United States",http://www.tmmfs.org/,"Dec 28, 1979","['Christie Lee', 'Susan Hicks']","Arizona, United States",Arizona 06
TMM LLC,TMM DIRECT,VLS2MG4KA5V1,6JRV6,"5830 Natoma RD,Clover, South Carolina,29710-8527, United States","P.O. Box 239,Clover, South Carolina,29710-0239, United States",https://www.tmmdirect.com/,"Oct 8, 2003",['Jennifer Spitzer'],"South Carolina, United States",South Carolina 05
TMM LLC,TMM INTERNET MARKETER LLC,K5JGGS1BH513,9Y5T0,"430 Bald Eagle DR,Vacaville, California,95688-1022, United States","430 Bald Eagle DR,Vacaville, California,95688-1022, United States",,"May 19, 2020",['Tasha Mcglashan'],"California, United States",California 04
TMM LLC,"TMM CONSULTING, LLC",KGNXJA8FTPX1,5ZD51,"38414 Ditchling PL,Hamilton, Virginia,20158-9470, United States","38414 Ditchling Place,Hamilton, Virginia,20158-9470, United States",,"Mar 2, 2010","['Shaila Millman', 'Tom Millman']","Virginia, United States",Virginia 10
TMM LLC,"NATIVE ASSETS ACCOUNTING AND CONSULTING, LLC",EWSKZVFWSNP6,63X97,"180 Summerwinds RD,Box Elder, Montana,59521-8936, United States","PO Box 737,Havre, Montana,59501-0737, United States",https://www.nativeassetsaccounting.com/,"Oct 30, 2009","['Vina Tmm', 'Eleanor Yellowrobe']","Montana, United States",Montana 00
PD,COMMUNITY DEVELOPMENT CENTER-NEPAL,NJDPXGDKNTU3,SCHE2,"Nuwakot,Nuwakot,44908, Nepal","Bidur MUNICIPALITY-2 Bidur Nuwakot,Nuwakot, Ny,44900, Nepal",,"Oct 13, 2008",['Narayan Pd'],"(blank), Nepal",Not Applicable
PD,"NORMANGEE, CITY OF",J3WJEPKAL9J5,5R3K1,"107 Main ST,Normangee, Texas,77871-3815, United States","PO Box 37,Normangee, Texas,77871-0037, United States",,"Jan 1, 1979",['City Normangee'],"(blank), (blank)",Texas 08
PD,SAMUHIK ABHIYAN,KNYGSBFC87W5,SAED9,"Kalimati,Kathmandu,6502, Nepal","Kalimati,Kathmandu, Bagmati,6502, Nepal",,"Jul 19, 1992",['Yubalal Paudel'],"(blank), Nepal",Not Applicable
PD,DHIKURPOKHARI COMMUNITY DEVELOPMENT ORGANIZATION,UCN6LXLNNG23,SBCF9,"Archal Bot,Pokhara,(blank), Nepal","ARCHALBOT-2,Pokhara, Gandaki,(blank), Nepal",,"May 2, 2000",['Punya Bhandari'],"(blank), Nepal",Not Applicable
PD,SEAN SEED SERVICE CENTER LTD,RQBQKNNZ9PY8,(blank),"Ward NO.7, Checkpost,Thankot, Kathmandu,(blank), Nepal","Ward NO.7, Checkpost,Thankot, Kathmandu,44619, Nepal",,"Apr 7, 2000",['Durga Adhikari'],"(blank), Nepal",Not Applicable
PD,,,,"VIA VITTORIO VENETO 34,TOMBOLO, Pd,35019, ITA",,,,[],,
PD,"PD-LD, INC.",JLMWJNSBXC57,1YEG3,"30-B PENNINGTON-HOPEWELL RD,Pennington, New Jersey,08534-3612, United States","30-B PENNINGTON-HOPEWELL Road,Pennington, New Jersey,08534-3612, United States",http://www.pd-ld.com/,"Apr 8, 1993","['Karen Reid', 'Uri Abrams']","New Jersey, United States",New Jersey 12
PD,,,,"Via Borgo Santa Maria 26/b,Veggiano, PD,35030, ITA",,,,[],,
PD,,,,"Via Ponte Valli 31,Bastia di Rovolon, PD,35030, ITA",,,,[],,
PD,,,,"37 Stanmore Hill Suite 13, Stanmore,London,HA7 3DS, GBR",,,,[],,
