keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
LOGOS LLC,"LOGOS ENTERTAINMENT, LP",XW5XNM87CTA3,84F69,"30 Colgate DR,Rancho Mirage, California,92270-3723, United States","30 Colgate Drive,Rancho Mirage, California,92270, United States",https://b2bvb.com/,"Jan 15, 2009",['Carole Krechman'],"California, United States",California 36
LOGOS LLC,FOUR SISTERS LLC,LFTRHK8ZM8L6,7TXE7,"2596 Brighton CIR,Biloxi, Mississippi,39531-2748, United States","2596 Brighton CIR,Biloxi, Mississippi,39531-2748, United States",https://www.foundationsbrafittings.com/,"Oct 1, 2014",['Melissa Logos'],"Mississippi, United States",Mississippi 04
LOGOS LLC,"LOGOS ENTERPRISES, INC",KQZ4R392RZQ3,1ZCQ0,"360 Quality CIR NW Unit B220,Huntsville, Alabama,35806-4548, United States","360B Quality CIR NW,Suite 220,Huntsville, Alabama,35806, United States",https://www.logos-ent.com/,"Nov 29, 2000","['Randall Wood', 'Wendy Cousins', 'Lori Brooks']","Alabama, United States",Alabama 05
LOGOS LLC,,,,"4729 CONCORD VILLAGE DR,LAS VEGAS, NV,89108, USA",,,,[],,
LOGOS LLC,,,,"1025 ADAMS CIR,BOULDER, CO,80303-1821, USA",,,,[],,
LOGOS LLC,,,,"747 W 18th St Ste B,null,Houston, TX,77008-3529, USA",,,,[],,
LOGOS LLC,,,,"245 HILL RD,null,ROME, NY,13441-4203, USA",,,,[],,
LOGOS LLC,,,,"842 HILLBURN DR,DALLAS, TX,75217-4623, USA",,,,[],,
LOGOS LLC,,,,"847 E Wilson St,null,Batavia, IL,60510-2204, USA",,,,[],,
LOGOS LLC,,,,"1951 NW 7TH AVE,MIAMI, FL,33136-1128, USA",,,,[],,
Acadian R&D,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,8GTH3,"1482 Commerce DR,Unit X,Laramie, Wyoming,82070-7041, United States","1482 Commerce DR Unit X,Laramie, Wyoming,82070-7041, United States",https://acadianrd.com/,"Nov 7, 2019",['Anthony Richard'],"Wyoming, United States",Wyoming 00
LevoSens,"LEVOSENS, INC.",Z2X8FX7ST8L7,10Q27,"123 W Franklin ST STE 550,Chapel Hill, North Carolina,27516-2506, United States","123 W Franklin ST STE 550,Chapel Hill, North Carolina,27516-2506, United States",,"Feb 28, 2025",['David Probst'],"North Carolina, United States",North Carolina 04
IAFA,,,,"1712 MAIN ST,FRYEBURG, ME,04037-4327, USA",,,,[],,
Neuraville Inc.,NEURAVILLE INC.,FZ6EVLX5CM89,8SDJ7,"211 S Craig ST,Pittsburgh, Pennsylvania,15213-3704, United States","211 S Craig ST,Pittsburgh, Pennsylvania,15213-3704, United States",https://www.neuraville.com/,"Apr 1, 2023",['Mohammad Nadji'],"Delaware, United States",Pennsylvania 12
Archerfish,"ARCHERFISH TECHNOLOGIES, LLC",YVN5Z87KN5G5,3BXV0,"2809 Stonehaven DR,Fort Collins, Colorado,80525-5684, United States","2809 Stonehaven Drive,Fort Collins, Colorado,80525-5684, United States",,"Mar 1, 2001",['Perry Wischow'],"Colorado, United States",Colorado 02
Creekside Environmental Products LLC,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,7VKQ5,"1 Southern Cswy,Starkville, Mississippi,39759-8789, United States","1 Southern Cswy,Starkville, Mississippi,39759-8789, United States",,"May 26, 2016",['Todd Mlsna'],"Mississippi, United States",Mississippi 03
TITAN,"TITAN ELECTRONICS, INC",HTJLCK7D99A9,3HDS7,"616 W Monroe ST Lbby 3,Chicago, Illinois,60661-3612, United States","616 W Monroe ST Lbby 3,Chicago, Illinois,60661-3612, United States",,"Jan 1, 1995","['Mark Apel', 'Douglas Buettgen']","Illinois, United States",Illinois 07
TITAN,TITAN TIRE CORPORATION,TN8RHWAJ9MJ8,08SN2,"2345 E Mkt,Des Moines, Iowa,50317-0000, United States","2345 E. Market Street,Des Moines, Iowa,50317-7528, United States",,"Jul 13, 1994","['Scott Jones', 'Craig Warren', 'Randy Dodd']","Illinois, United States",(blank)
TITAN,4CAST INC,QN4FBZHGP5W7,88E47,"259 W Front ST STE 6,Missoula, Montana,59802-4342, United States","1455 Pennsylvania AVE NW,STE 400,Washington Dc, District Of Columbia,20004-1017, United States",https://4castai.com/,"Jun 24, 2018","['Nissim Titan', 'Meital Ainhorn']","Montana, United States",Montana 01
TITAN,STORAGE EQUIPMENT CO INC,PMQ2XG6KQXQ5,67646,"1258 Titan DR,Dallas, Texas,75247-3799, United States","1258 Titan DR,Dallas, Texas,75247-3712, United States",,"May 1, 1955","['Patricio Frutos', 'Timothy Mcsorley']","Texas, United States",Texas 33
TITAN,UPDATED AUTO LLC,CRVVJD21AS71,9Y6D1,"3095 S Highland DR,Las Vegas, Nevada,89109-1048, United States","3095 S Highland DR,Las Vegas, Nevada,89109-1048, United States",,"Jun 21, 2024",['Titan Garland'],"Nevada, United States",Nevada 01
TITAN,TITAN CONTROLS LLC,N4P6NRC5A971,4HP47,"20042 Fm 523,Angleton, Texas,77515-8874, United States","20042 FM-523,Angleton, Texas,77515-8874, United States",http://www.titan-controls.com/,"Jan 30, 2006","['Kent Manns', 'Jose Calzada']","Texas, United States",Texas 14
TITAN,"COMFORT HOUSE, INC.",USBJP87F9KV4,6L4N8,"2450 Titan Row,Orlando, Florida,32809-6946, United States","2450 Titan Row,Orlando, Florida,32809-6946, United States",,"Oct 1, 1969",['John Sharp'],"Florida, United States",Florida 05
TITAN,TITAN TECHNOLOGY SOLUTIONS LIMITED,UDG6HGJMVZC7,SGC02,"27 Coill Diarmada Ard A Laoi,Castledermot,Co. Kildare, Co. Kildare,(blank), Ireland","Unit W10H Tougher Business Park,Naas, County Kildare,COUNTY KILDARE, Ireland",http://www.titan-ts.com/,"Mar 12, 2008","['Gunter Bayer', 'Justin Mcentee']","(blank), Ireland",Not Applicable
TITAN,"TITAN MACHINE, LLC",F7DCQHB96GJ7,7WLB5,"8816 W Sheepneck RD,Mount Pleasant, Tennessee,38474-2074, United States","8816 W Sheepneck RD,Mount Pleasant, Tennessee,38474-2074, United States",,"May 23, 2017","['Austin Hedrick', 'Casey Hedrick']","Tennessee, United States",Tennessee 04
TITAN,,,,"Mashynobudivnykiv, 1,Chabany,08162, UKR",,,,[],,
Origin Endoscopy Inc.,ORIGIN ENDOSCOPY INC.,FNG7WGQLJ2U6,(blank),"1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States","1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States",,"Sep 20, 2022",['Jeremy Starkweather'],"Delaware, United States",Maryland 07
Kappa Technologies,"KAPPA TECHNOLOGIES, INC",QNEHVLTQGQ37,9DVA7,"917 Lora LN,Blacksburg, Virginia,24060-2815, United States","917 Lora LN,Blacksburg, Virginia,24060-2815, United States",https://kappatech.ai/,"May 11, 2022",['Andrew Choi'],"Delaware, United States",Virginia 09
IntelliFarm,"INTELLIFARM, INC.",NXW6HDP3K7H5,7FKF3,"2021 Transformation DR STE 1250,Lincoln, Nebraska,68508-1653, United States","2021 Transformation DRIVE, STE 1250,Lincoln, Nebraska,68508-1653, United States",,"Jun 17, 2015",['Kris Vrooman'],"Nebraska, United States",Nebraska 01
Temporary,,,,"OAKFIELD MANOR FARM,CHELFORD LANE,KNUTSFORD,WA16 8UQ, GBR",,,,[],,
Temporary,,,,"241 CONIFER CLIFF DR,MONTGOMERY, TX,77316-2184, USA",,,,[],,
Temporary,,,,"2807 Race St,Fort Worth, TX,76111-4103, USA",,,,[],,
Temporary,,,,"227 Ave Roosevelt,San Juan, PR,00918, USA",,,,[],,
Temporary,,,,"733 W MAIN ST,MORRISTOWN, TN,37814-4510, USA",,,,[],,
Temporary,,,,"179 S WINOOSKI AVE STE 4,null,BURLINGTON, VT,05401-4594, USA",,,,[],,
Temporary,,,,"839 W 66TH ST,LOS ANGELES, CA,90044-5309, USA",,,,[],,
Temporary,"THREE RIVERS UNITED TEMPORARY HOUSING, INC.",SRB8LL4ULXX6,8UZQ5,"328 E. Washington AVE.,Tomahawk, Wisconsin,54487-1548, United States","328 E Washington AVE.,P.O. Box 423,Tomahawk, Wisconsin,54487, United States",,"May 2, 2014",['Maggie Heykes'],"Wisconsin, United States",Wisconsin 07
Temporary,,,,"10473 CORBEIL DR,SAINT LOUIS, MO,63146-5909, USA",,,,[],,
GolfDr,"DRIVE HEALTH SOLUTIONS, LLC",YE16YSAYMX45,(blank),"527 Belgian Red WAY,Wake Forest, North Carolina,27587-3056, United States","14460 Falls Of Neuse RD STE 149-210, RALEIGH, Nc 27614,Raleigh, North Carolina,27614, United States",https://www.drivept.com/,"Oct 25, 2021",['Valerie Maio'],"North Carolina, United States",North Carolina 02
Scout,WORDTHEATRE,YCHPV6FD6VA9,(blank),"2564 Via Tejon,Palos Verdes Estates, California,90274-1348, United States","11801 Brookdale LN,Studio City, California,91604, United States",https://www.wordtheatre.org/,"Jun 26, 2007",['Scout Riley'],"California, United States",California 36
Scout,EVERGO TRADING COMPANY INC.,DK4KXCKS7LG5,SDAJ3,"76 Scout Tuazon Street Corner Scout Borromeo STREET, South Triangle,Quezon,1103, Philippines","76 Scout Tuazon Street Corner Scout Borromeo STREET, South Triangle,Quezon,1103, Philippines",,"Mar 5, 1996","['Anthony Lim', 'Joan Lim']","(blank), Philippines",Not Applicable
Scout,SCOUT LAKE CONSTRUCTION INC,FVWKVFXA3L66,60TP4,"830 Nagler RD,Selah, Washington,98942-9596, United States","PO Box 1060,Selah, Washington,98942, United States",http://www.scout-lake.com/,"Sep 14, 2004","['Rod Chumley', 'Erick Bond']","Washington, United States",Washington 04
Scout,"SCOUT SOURCING, LLC",UFGLHJCJ43C8,7CNY4,"2340 S River RD STE 309,Des Plaines, Illinois,60018-3224, United States","2340 South River RD STE 309,Des Plaines, Illinois,60018-3224, United States",https://scout-forward.com/,"Mar 8, 2006",['Kelly Lopez'],"Illinois, United States",Illinois 08
Scout,MARINE DIESEL SERVICES LLC,NUHFSYMQDD54,9HZT4,"325 NE 11TH ST,Newport, Oregon,97365-2918, United States","325 NE 11TH ST,Newport, Oregon,97365-2918, United States",,"Oct 27, 2022",['Scout Hockema'],"Oregon, United States",Oregon 04
Scout,NORTHSIDE NETWORKS LLC,M7VLVUQNV3B4,11MA3,"525 N Orange,Mesa, Arizona,85201-5608, United States","525 N Orange,Mesa, Arizona,85201-5608, United States",,"Nov 9, 2019",['Scout Gardner'],"Arizona, United States",Arizona 04
Scout,,,,"BEIRUT ACHRAFIEH SASSINE,BUILDING: DIRANI FLOOR GROUND,BEIRUT,(blank), LBN",,,,[],,
Scout,INLAND NORTHWEST COUNCIL BOY SCOUTS OF AMERICA,YPRZGE15BDB6,71SD0,"411 W Boy Scout WAY,Spokane, Washington,99201-2243, United States","411 W Boy Scout WAY,Spokane, Washington,99201-2243, United States",https://www.nwscouts.org/,"Oct 30, 1922","['Matthew Troxel', 'Marcia Hunt']","Washington, United States",Washington 05
Scout,WEST COAST-ACCUDYNE INC.,FFR6QKAMJBU3,1YZ18,"7180 Scout AVE,Bell, California,90201-3202, United States","7180 S Scout AVE,Bell Gardens, California,90201-3202, United States",http://www.accudyneeng.com/,"Sep 1, 1980",['Mark Pedersen'],"California, United States",California 40
Scout,INLAND NORTHWEST COUNCIL BOY SCOUTS OF AMERICA,YPRZGE15BDB6,71SD0,"411 W Boy Scout WAY,Spokane, Washington,99201-2243, United States","411 W Boy Scout WAY,Spokane, Washington,99201-2243, United States",https://www.nwscouts.org/,"Oct 30, 1922","['Matthew Troxel', 'Marcia Hunt']","Washington, United States",Washington 05
Predictive LLC,"PREDICTIVE SERVICE, LLC",YLCGW6Y1AC59,4EY46,"25200 Chagrin BLVD STE 300,Cleveland, Ohio,44122-5837, United States","25200 Chagrin BLVD., Suite 300,Beachwood, Ohio,44122-5684, United States",http://www.predictiveservice.com/,"Jul 1, 2002","['Brenda Stein', 'Donald Frankel', 'John Harman']","Ohio, United States",Ohio 11
Predictive LLC,,,,"412 SHELLCASTLE RD,ROCKY MOUNT, NC,27804-7709, USA",,,,[],,
Predictive LLC,,,,"2 JACQUELINE DR,DOVER, NH,03820-5019, USA",,,,[],,
Predictive LLC,,,,"5900 BALCONES DR,SUITE 100,AUSTIN, TX,78731-4298, USA",,,,[],,
Predictive LLC,,,,"951 20TH ST,UNIT 13467,DENVER, CO,80201-5386, USA",,,,[],,
Predictive LLC,PREDICTIVE LLC,LDHKC12HSJ86,8DKY3,"2806 Treasures LN,Raleigh, North Carolina,27614-7631, United States","2806 Treasures LN,Raleigh, North Carolina,27614-7631, United States",https://www.predictive-llc.com/,"May 16, 2019",['Kevin Causey'],"North Carolina, United States",North Carolina 02
Predictive LLC,PREDICTIVE ONCOLOGY INC.,MXZDAK9SUMC4,6JVK8,"91 43RD ST STE 110,Pittsburgh, Pennsylvania,15201-3161, United States","91 43RD ST STE 110,Pittsburgh, Pennsylvania,15201-3161, United States",http://www.predictive-oncology.com/,"Apr 9, 2002","['Jeremy Yaukey', 'Molly Lander']","Delaware, United States",Pennsylvania 12
Predictive LLC,PREDICTIVE SOLUTIONS ENGINEERING LLC,F77NL92HUXM6,5RV07,"1 S Church AVE STE 1750,Tucson, Arizona,85701-1612, United States","1 S Church AVE STE 1750,Tucson, Arizona,85701-1612, United States",http://www.predictive-se.com/,"Sep 9, 2009","['Reginald Vaughn', 'Monica Foster']","Arizona, United States",Arizona 07
Predictive LLC,PREDICTIVE HEALTHCARE,K6W8ZYXG4L25,122E1,"143 Great ROAD, STE 2,Bedford, Massachusetts,01730-2743, United States","143 Great ROAD, STE 2,Bedford, Massachusetts,01730, United States",https://www.predictivecare.ai/,"Jan 1, 2022",['Talal Ali'],"Massachusetts, United States",Massachusetts 06
Immutiverse,"IMMUTIVERSE, INC.",ZTSPKR7PX999,9ZXN2,"609 Capitol Mall Unit 527,Sacramento, California,95814-4781, United States","447 Sutter Street,Suite 405 #390,San Francisco, California,94108, United States",,"May 9, 2024",['Jeanine Johnson'],"Delaware, United States",California 07
Patient Premier,PATIENT PREMIER LLC,V4ATMAJ4CWM5,8JTY9,"7006 Rock Stream CT,Baltimore, Maryland,21209-3745, United States","2833 Smith AVE.,Suite 237,Baltimore, Maryland,21209, United States",https://www.patientpremier.com/,"Jun 20, 2017",['Amar Setty'],"Maryland, United States",Maryland 03
CurieDx,"CURIEDX, INC",QUJ8BQ1CFAS2,95J39,"634 Regester AVE,Baltimore, Maryland,21212-1917, United States","101 W. Chesapeake AVE,#27440,Towson, Maryland,21285, United States",https://www.curiedx.com/,"Feb 23, 2021",['Therese Canares'],"Maryland, United States",Maryland 02
AxNano LLC,AXNANO LLC,NMDVSFDSVCB4,6NXP3,"2901 E Gate City BLVD,STE 2200,Greensboro, North Carolina,27401-4901, United States","2901 E Gate City BLVD,STE 2200,Greensboro, North Carolina,27401-4901, United States",https://www.axnano.com/,"Aug 16, 2011","['Doug Speight', 'Alexis Carpenter']","Delaware, United States",North Carolina 06
Fetal Therapy Technologies,FETAL THERAPY TECHNOLOGIES LLC,PKFAVKTBQMN9,0QE35,"7207 Verbena RD,Baltimore, Maryland,21209-1035, United States","7207 Verbena RD,Baltimore, Maryland,21209, United States",,"May 8, 2024",['Selena Shirkin'],"Maryland, United States",Maryland 02
Tastee Tape,"TASTEE TAPE, INC.",G3GNQMXESNU3,114L3,"14560 Kittridge ST,Los Angeles, California,91401, United States","7 Penn Plaza,9TH Floor,New York City, New York,10001-3992, United States",,"May 28, 2024",['Marie Eric'],"Delaware, United States",California 29
NanOS,GREENLIGHT FAMILY SERVICES,KY4EGXAYBD13,6GNV7,"4809 N Ravenswood AVE Unit 322,Chicago, Illinois,60640-4417, United States","4809 North Ravenswood Avenue,Suite 322,Chicago, Illinois,60640, United States",http://www.greenlightfamilyservices.org/,"Dec 2, 2003",['Maria Nanos'],"Illinois, United States",Illinois 09
NanOS,"KIND HEALTH GROUP, A MEDICAL CORPORATION",MVC5X9SSLNK8,9MBY2,"351 Santa Fe DR,STE 220,Encinitas, California,92024-5137, United States","351 Santa Fe DR,STE 220,Encinitas, California,92024-5137, United States",https://kindhealthgroup.com/,"Jul 17, 2017","['Georgine Nanos', 'Kind Health']","California, United States",California 49
NanOS,"NANOS, INC.",CUV2YSQMUXN7,(blank),"11219 Anderson ST,Loma Linda, California,92354-2803, United States","11219 Anderson Street,Loma Linda, California,92354-2803, United States",,"Nov 26, 2023",['Arlin Blood'],"California, United States",California 23
NanOS,"NANOS TECHNOLOGIES,LLC",H2K2F3M3A3W8,5SR46,"2306 Longview DR,Columbia, Missouri,65203-7239, United States","2306 Longview Drive,Columbia, Missouri,65203-7239, United States",,"May 1, 2009",['Keshab Gangopadhyay'],"Missouri, United States",Missouri 04
Viburnum,,,,"1 Missouri Ave,null,Viburnum, MO,65566, USA",,,,[],,
Viburnum,"VIBURNUM, CITY OF",W6PANBCA3M58,5QJ85,"1 Missouri AVE,Viburnum, Missouri,65566-8633, United States","1 Missouri AVE,Viburnum, Missouri,65566-8633, United States",,"Jan 1, 1967",['Daniel Lozano'],"(blank), (blank)",Missouri 08
Viburnum,"DISABLED CITIZENS ALLIANCE FOR INDEPENDENCE FOUNDATION, INC.",ZS8LQM5LB6V5,8SW21,"8 Missouri AVE,Viburnum, Missouri,65566-8633, United States","PO Box 706,Viburnum, Missouri,65566-0706, United States",,"Mar 12, 1997","['Tammie Barrett', 'Ronda Payne']","Missouri, United States",Missouri 08
Viburnum,CONSOLIDATED SCHOOL DISTRICT NO. 4,V3BNZKXJWKU3,5QPE0,"35 Highway 49,Viburnum, Missouri,65566-1001, United States","35 HWY 49,Viburnum, Missouri,65566-1001, United States",,"Jul 1, 1966","['Mary Yanske', 'Beverly Gibbs']","Missouri, United States",Missouri 08
Viburnum,MARTECH SYSTEMS INC,JAACFNEJK5U4,1H5M0,"35 Viburnum CT,Trenton, New Jersey,08648-4809, United States","35 Viburnum Court,Lawrenceville, New Jersey,08648-4809, United States",http://www.martechsystems.com/,"Sep 15, 1996","['John Huchler', 'Loraine Huchler']","Delaware, United States",New Jersey 12
Viburnum,DISABLED CITIZENS ALLIANCE FOR INDEPENDENCE INC,L58JLNEE4ZP8,5R4J1,"8 Missouri AVE,Viburnum, Missouri,65566-8633, United States","PO Box 675,Viburnum, Missouri,65566-8633, United States",https://dcai.us/,"Oct 1, 1980","['Dennis Atkins', 'Tammie Barrett', 'Ronda Payne']","Missouri, United States",Missouri 08
Viburnum,,,,"4 SAINT JOSEPH ST,VIBURNUM, MO,65566-8602, USA",,,,[],,
Viburnum,A & D SMITH INVESTMENT LLC,PXN2HXCYQJ44,9V0N5,"5102 Viburnum CT,Indian Head, Maryland,20640-3727, United States","5102 Viburnum CT,Indian Head, Maryland,20640, United States",,"Nov 18, 2019",['Dominick Smith'],"Maryland, United States",Maryland 05
Viburnum,JOANN LARUE,DLV7PN7B8C21,8WRQ0,"8500 Viburnum AVE,California City, California,93505-4128, United States","8500 Viburnum AVE,California City, California,93505-4128, United States",,"Jun 1, 2020",['Joann Larue'],"California, United States",California 23
Viburnum,"FOCUS ON FIRE PREVENTION, INC.",EF3GEHM512C5,6P1Z4,"14357 Viburnum LN,Orlando, Florida,32828-7202, United States","14357 Viburnum Lane,Orlando, Florida,32828-7202, United States",,"Feb 1, 2012","['Joe Bateman', 'Ken Lauziere']","Florida, United States",Florida 09
"Molecular Rebar Design, LLC",MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6W5Y4,"13477 Fitzhugh RD,Austin, Texas,78736-6514, United States","1040 Polo Club DR,Austin, Texas,78737-2635, United States",https://www.molecularrebar.com/,"Sep 1, 2012",['Kurt Wil'],"Delaware, United States",Texas 21
CRS,RED RIVER FARMS,RPNLNKP43BK3,78GB4,"16100 Crs,Childress, Texas,79201, United States","16100 Crs,Childress, Texas,79201, United States",,"Nov 1, 1992",['Rickey Husband'],"Texas, United States",Texas 13
CRS,,,,"1299 LOUISIANA AVE,AKRON, OH,44314-2224, USA",,,,[],,
CRS,,,,"3174 SMILEY RD,BRIDGETON, MO,63044-3042, USA",,,,[],,
CRS,,,,"1059 EAGON ST,BARBERTON, OH,44203-1603, USA",,,,[],,
CRS,,,,"720 E OMAHA ST,RAPID CITY, SD,57701-1609, USA",,,,[],,
CRS,,,,"10306 REMINGTON DR,FL 2,HAGERSTOWN, MD,21740-1483, USA",,,,[],,
CRS,,,,"215 JAMESTOWN PARK STE 201,BRENTWOOD, TN,37027-7500, USA",,,,[],,
CRS,,,,"900 RUE DE LA PAIX UNIT 100,null,CINCINNATI, OH,45220-1049, USA",,,,[],,
CRS,,,,"2710 NW SHERLOCK AVE,PORTLAND, OR,97210-1545, USA",,,,[],,
CRS,,,,"2714 S GENESEE AVE,LOS ANGELES, CA,90016-2416, USA",,,,[],,
Collective Good,COLLECTIVE GOOD FOUNDATION,E6YRCJKMW4N5,2696Y,"3RD Floor,Nadathur Place,Bangalore, Karnataka,560011, India","2ND FLOOR, Jagdamba House,Goregaon East,Mumbai, Maharashtra,400063, India",http://www.collectivegood.in/,"Nov 22, 2006",['Madhu Bahl'],"(blank), India",Not Applicable
Collective Good,"COLLECTIVE GOOD DX, INC.",WFJSEBW4LND5,9CFM7,"4205 Cranmore CT,Belle Isle, Florida,32812-3627, United States","740 Tinkerbell Road,Chapel Hill, North Carolina,27517, United States",https://www.collectivegood.io/,"Jun 8, 2022",['Drew Narayan'],"Delaware, United States",Florida 09
Collective Good,THE COLLECTIVE GOOD LLC,FYU3DUE2M728,86K15,"5425 Wisconsin AVE STE 600,Chevy Chase, Maryland,20815-3588, United States","5425 Wisconsin AVE,STE 600,Chevy Chase, Maryland,20815-3588, United States",,"Jan 7, 2015","['Britt Bumphus', 'Charis Seiver']","Maryland, United States",Maryland 08
