keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"360 Dash, LLC",DASH 360 DIAGNOSTICS LLC,HVNHZMRJ3394,9P6Z2,"4239 Lindell BLVD,Saint Louis, Missouri,63108-2915, United States","4239 Lindell BLVD,Saint Louis, Missouri,63108-2915, United States",,"Dec 14, 2015","Alexis Hodgest, CEO","Alexis Hodgest, CEO","Missouri, United States",Missouri 01
Sustainabli,"SUSTAINABLI, LLC",R8MNZ353X632,(blank),"6449 River Run,Columbia, Maryland,21044-6022, United States","6449 River Run,Columbia, Maryland,21044, United States",https://sustainabli.org/,"May 3, 2023",Kevin J Tu,Kevin J Tu,"Maryland, United States",Maryland 03
Gibbs Marketing LLC,FLEXBAR MACHINE CORP,M2NTLL3KCGZ9,2R260,"250 Gibbs RD,Islandia, New York,11749-2612, United States","250 Gibbs Road,Islandia, New York,11749-2697, United States",http://www.mediflex.com/,"Oct 1, 1965","Julia Mullen, operations manager",JULIA MULIA,"New York, United States",New York 02
Gibbs Marketing LLC,"ONPOINT SCIENTIFIC, INC",J9WQAU1MKCP7,7NNG0,"12636 High Bluff DR # 400-128,San Diego, California,92130-2022, United States","12636 High Bluff DR STE 400,Pmb #128,San Diego, California,92130-2071, United States",https://onpointsci.com/,"Mar 1, 2016",Kristina Gibbs,Kristina Gibbs,"California, United States",California 50
Gibbs Marketing LLC,"CLARK CONCEPTS, LLC",DME8B33VK485,6FLG4,"2273 Research BLVD,STE 375,Rockville, Maryland,20850-3882, United States","2273 Research BLVD,Suite 375,Rockville, Maryland,20850-3264, United States",,"Aug 21, 2008",Pamela Clark,Pamela Clark,"Maryland, United States",Maryland 08
Gibbs Marketing LLC,"UNIFIED STRATEGIC RESOURCES, LLC",SKXHBN6V2KA5,87YE3,"11916 Saint Francis WAY,Bowie, Maryland,20721-2584, United States","4606 Foxhall Cres NW,Washington, District Of Columbia,20007-1061, United States",https://unifiedstrategic.com/,"Jan 16, 2014","Christian Gibbs, CEO","Christian Gibbs, CEO","Maryland, United States",Maryland 05
Gibbs Marketing LLC,MCFIELD & ASSOCIATES INC,KYSSJC2MEKY8,7Q4V6,"24325 W Bristol AVE,Plainfield, Illinois,60585-2121, United States","24325 W Bristol AVE,Plainfield, Illinois,60585-2121, United States",,"Jan 1, 2014",Seretha McField Gibbs,Seretha M McField Gibbs,"Illinois, United States",Illinois 14
XpeRience Science,XPERIENCE SCIENCE LLC,ZG1ESGHLVBY7,9K5P5,"1114 Many LN,Bel Air, Maryland,21014-2588, United States","317 Amore Lane,APT L,Bel Air, Maryland,21015, United States",https://xperiencesci.com/,"Jun 9, 2022","Jared B DeCoste, Dr.","Jared B DeCoste, Dr.","Maryland, United States",Maryland 01
Precision Neuroscopics,PRECISION NEUROSCOPICS INC,D859JD6B6TS6,8WCG4,"4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States","4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States",https://www.precisionneuroscopics.com/,"Dec 16, 2020",Shawn Kelly,Shawn Kelly,"Delaware, United States",Pennsylvania 12
Precision Neuroscopics,PRECISION NEUROSCOPICS LLC,M9A9DK34GNN7,82VR1,"4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States","4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States",http://www.precisionneuroscopics.com/,"Dec 8, 2015",Shawn K Kelly,Shawn K Kelly,"Pennsylvania, United States",Pennsylvania 12
"NextStep Robotics, Inc.","NEXTSTEP ROBOTICS, INC.",F896MG5LQ6R4,7VBK2,"800 W Baltimore ST,STE 151,Baltimore, Maryland,21201-1158, United States","800 W Baltimore ST,Suite 151,Baltimore, Maryland,21201, United States",https://www.nextsteprobo.com/,"Feb 2, 2017",Bradley Hennessie,Bradley Hennessie,"Maryland, United States",Maryland 07
"Scaled Microbiomics, LLC",SCALED MICROBIOMICS LLC,RXBHU5F1N5B8,7YHN1,"706 Morningside AVE,Hagerstown, Maryland,21740-5071, United States","706 Morningside AVE,Hagerstown, Maryland,21740-5071, United States",,"Feb 14, 2017",Julius G Goepp,Julius G Goepp,"Maryland, United States",Maryland 06
