keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Imagining Reality Insights & Solutions Inc.,"IMAGINING REALITY INSIGHTS & SOLUTIONS, INC.",YBJNM8JECF46,985P0,"300 W Pratt ST,Su 200,Baltimore, Maryland,21201-6504, United States","300 W Pratt ST STE 200,Baltimore, Maryland,21201-6512, United States",,"Nov 1, 2021",Nao Gamo,Amy Hizoune,"Maryland, United States",Maryland 07
"AGAPE Strategic Solutions of Maryland, LLC","AGAPE STRATEGIC SOLUTIONS OF MARYLAND, LLC",RQVUQQ9T9MT6,9KY65,"3102 Tribune CT,Hyattsville, Maryland,20782-2977, United States","3102 Tribune CT,Hyattsville, Maryland,20782-2977, United States",https://www.agapessom.com/,"Nov 23, 2022","Melva T Covington, Dr","Melva T Covington, Dr","Maryland, United States",Maryland 04
Alperian,"ALPERIAN, LLC",SXRRDFTN2547,(blank),"8082 Leishear RD,Laurel, Maryland,20723-1165, United States","8082 Leishear RD,Laurel, Maryland,20723-1165, United States",,"Jun 21, 2021","Jason Harwerth, Founder and CEO","Jason Harwerth, Founder and CEO","Maryland, United States",Maryland 03
Future State Health Information Management Systems,TETRA FIELDS LLC,FCKARMCJLC51,8J2G0,"13308 Arctic AVE,Rockville, Maryland,20853-3012, United States","13308 Arctic AVE,Rockville, Maryland,20853-3012, United States",https://www.tetrafields.com/,"Feb 24, 2020","Thomas W Chon, Chief Executive Officer","Steve K Chon, Chief Operating Officer","Maryland, United States",Maryland 08
Kgenetix farm llc,KGENETIX FARM LLC,U54CHNEY9DB8,9LBC0,"2315 Ashburton ST,Baltimore, Maryland,21216-2912, United States","201 Rudy Park,Elkton, Maryland,21921, United States",,"Apr 28, 2023",brandon walker,brandon walker,"Maryland, United States",Maryland 07
NovoLINC, Inc.",NOVOL SP. Z O.O.,PXNTQ37HMGS5,(blank),"Zabikowska 7 LOK. 9,Komorniki,62-052, Poland","Zabikowska 7 LOK. 9,Komorniki,62-052, Poland",,"Dec 5, 1990","Michal Kierczynski, Mr","Grzegorz Wojciechowski, Mr","(blank), Poland",Not Applicable
Magnify Biosciences Inc.,MAGNIFY BIOSCIENCES INC.,UYGVDZDSW9Q3,(blank),"1632 Norman DR,Sewickley, Pennsylvania,15143-8557, United States","1632 Norman DR,Sewickley, Pennsylvania,15143-8557, United States",https://www.magnifybiosci.com/,"Feb 22, 2023",Yongxin Zhao,Yongxin Zhao,"Delaware, United States",Pennsylvania 17
Coordle,COORDLE INC,VGQWB5E7F3K3,9XFP1,"333 E 20TH ST,Baltimore, Maryland,21218-6109, United States","333 E 20TH ST,Baltimore, Maryland,21218, United States",,"May 17, 2022","Jen Fry, Dr.","Jen Fry, Dr.","Delaware, United States",Maryland 07
Precision Wellness,S.O.S.A.B. LLC,UJ6KWR81THW3,97QM4,"700 Pennsylvania AVE SE FL 2,Washington, District Of Columbia,20003-2493, United States","700 Pennsylvania AVE SE FL 2,Washington, District Of Columbia,20003-2493, United States",https://www.precisionwellbeing.net/,"May 11, 2021","Shenita-Ann P Grymes, Ms","Shenita-Ann P Grymes, Ms","District Of Columbia, United States",District Of Columbia 98
Khanjur R&D,"KHANJUR HOLDINGS, LLC",T81CKJG4CM38,9EPY3,"3390 Cupecoy Point AVE,Las Vegas, Nevada,89141-3213, United States","3390 Cupecoy Point Avenue,Las Vegas, Nevada,89141-3213, United States",https://khanjur.com/,"Aug 31, 2022","Sabrina Curtis, Manager","Sabrina Curtis, Manager","Nevada, United States",Nevada 03
Shell Yeah,SHELL YEAH! LLC,KDXUA129N265,01R03,"916 23RD ST,Gulfport, Mississippi,39501-3350, United States","916 23RD ST,Gulfport, Mississippi,39501-3350, United States",,"Feb 21, 2024",Ebony Conley,Ebony Conley,"Mississippi, United States",Mississippi 04
"Kandih Group, LLC",KANDIH GROUP LC,T9Q7HEENL936,72MP4,"2 Countryside CT,Silver Spring, Maryland,20905-4516, United States","2 Countryside CT,Silver Spring, Maryland,20905, United States",http://kandih.com/,"Sep 19, 2013",HARRIET KAMENDI,HARRIET KAMENDI,"Maryland, United States",Maryland 08
"BeneKinetic, Inc.","BENEKINETIC, INC,",J9AEEM6ZNVU6,(blank),"1451 Rockville Pike STE 250,Rockville, Maryland,20852-1486, United States","1451 Rockville Pike STE 250,Rockville, Maryland,20852-1486, United States",,"May 19, 2023","Eric Hsia, Lead PT","Eric Hsia, Lead PT","Delaware, United States",Maryland 08
Neopathology Corp.,,,,"4539 METROPOLITAN CT,FREDERICK, MD,21704-9452, USA",,,,,,,
Aquatonomy Inc,AQUATONOMY INC,S324XC4V3N25,95EA2,"307 Timber CT,Pittsburgh, Pennsylvania,15238-2437, United States","307 Timber CT,Pittsburgh, Pennsylvania,15238-2437, United States",https://www.aquatonomy.com/,"Aug 23, 2021",Michael Kaess,Michael Kaess,"Delaware, United States",Pennsylvania 17
Sonura LLC,SONURA INC.,RCWDXBK44D73,9XS46,"445 S 44TH ST APT 1,Philadelphia, Pennsylvania,19104-3928, United States","445 S 44TH ST APT 1,Philadelphia, Pennsylvania,19104-3928, United States",,"Sep 1, 2023",Sophie Ishiwari,Sophie Ishiwari,"Delaware, United States",Pennsylvania 03
LINKSciences,,,,"36 Rhodes Pl,null,Lutherville, MD,21093-3968, USA",,,,,,,
terraPulse,"TERRAPULSE, INC.",T37JWJDD79T4,7DHX3,"13201 Squires CT,North Potomac, Maryland,20878-3987, United States","13201 Squires Court,North Potomac, Maryland,20878, United States",https://www.terrapulse.com/,"Oct 20, 2014","Saurabh Channan, CEO","Saurabh Channan, CEO","Delaware, United States",Maryland 08
"Sommos, Inc.",,,,"AVENIDA ALMIRANTE BARROSO 00091 SAL 507 SAL 508,CENTRO,RIO DE JANEIRO,20031-916, BRA",,,,,,,
Ionic Devices,IONIC DEVICES INC,WKDMT9PHX1N7,(blank),"3417 Tulane DR APT 2,Hyattsville, Maryland,20783-1832, United States","3417 Tulane DR APT 2,Hyattsville, Maryland,20783-1832, United States",https://www.ionic-devices.com/,"Feb 22, 2023","Keith E Gregorczyk, CEO","Keith E Gregorczyk, CEO","Maryland, United States",Maryland 04
"And Battery Aero, Inc.",AND BATTERY AERO INC.,HGE9SXSJGSD9,9VF54,"2400 W El Camino Real APT 603,Mountain View, California,94040-4722, United States","221 Main ST.,PO Box 761,Los Altos, California,94023, United States",,"Aug 16, 2022","Shashank Sripad, Cofounder","Shashank Sripad, CTO","Delaware, United States",California 16
Red Ace Bio LLC,RED ACE BIO LLC,E58LVNGXNLK3,(blank),"1819 E Branch RD,State College, Pennsylvania,16801-7036, United States","1819 E Branch RD,State College, Pennsylvania,16801-7036, United States",https://www.redacebio.com/,"Nov 15, 2023","Scott M Leighow, Dr.","Scott M Leighow, Dr.","Pennsylvania, United States",Pennsylvania 15
Advanced Aircraft Company,"ADVANCED AIRCRAFT COMPANY, LLC",NBN3LGEXEH39,84M95,"1100 Exploration WAY,STE 302S,Hampton, Virginia,23666-6264, United States","1100 Exploration WAY STE 302S,Hampton, Virginia,23666-6264, United States",https://www.advancedaircraftcompany.com/,"May 3, 2017","Aaron Frank, Chief Operations Officer","Paul Allen, Chief Operations Officer","Virginia, United States",Virginia 03
AliquantumRx Inc.,ALIQUANTUMRX INC,TKSWMKLG1J43,917Z0,"1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States","1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States",https://www.aliquantumrx.com/,"Oct 7, 2016","Nikola Kaludov, President","Nikola Kaludov, President","Maryland, United States",Maryland 07
Armaments Research Company,ARMAMENTS RESEARCH COMPANY INC.,F6KMMJAFFB47,7VYH2,"6422 Broad ST,Bethesda, Maryland,20816-2608, United States","4445 Willard AVE STE 600,Chevy Chase , Maryland,20815, United States",http://www.armaments.us/,"Sep 8, 2013",Michael Canty,Michael Canty,"Delaware, United States",Maryland 08
Ashvattha Therapeutics Inc,"ASHVATTHA THERAPEUTICS, INC.",JK5CPL9WDQ85,9H5P4,"1235 Radio RD,STE 200,Redwood City, California,94065-1315, United States","1235 Radio ROAD, Suite 200,Redwood City, California,94065, United States",https://www.avttx.com/,"Sep 19, 2019","Sabrina Nieder, Controller","Elizabeth Torrelio, Head Program Management","Delaware, United States",California 15
"Beyond Reach Labs, Inc.","BEYOND REACH LABS, INC.",L4UYZ7S8RFP9,9RJU8,"5 Bayard RD APT 810,Pittsburgh, Pennsylvania,15213-1907, United States","5 Bayard RD APT 810,Pittsburgh, Pennsylvania,15213-1907, United States",https://www.beyondreachlabs.io/,"Nov 29, 2023",Mitchell Fogelson,Mitchell Fogelson,"Delaware, United States",Pennsylvania 12
"Datasembly, Inc.",DATASEMBLY INC,KY7CFJUMWP97,9DE97,"1775 Tysons BLVD,FL 5,Tysons, Virginia,22102-4284, United States","11816 Inwood RD #1489,Dallas, Texas,75244, United States",https://datasembly.com/,"May 27, 2014","Eric Zuckerman, VP Finance","Ian Saxton, Head of Sales","Delaware, United States",Virginia 11
"Edessa, Inc.",,,,"42525 Edessa St,Palm Desert, CA,92211-0976, USA",,,,,,,
"Flourish and Thrive Labs, LLC","FLOURISH AND THRIVE LABS, LLC",YY7YBLR4LX35,9EWJ9,"140 Mallard Court,Grayslake, Illinois,60030-3411, United States","75 Commerce DR #692,Grayslake, Illinois,60030-9998, United States",https://www.fandtlabs.com/,"Jul 16, 2018","Jefferson E McMillan-Wilhoit, Mr","Juliana M McMillan-Wilhoit, Ms.","Illinois, United States",Illinois 10
"Fzata, Inc.",FZATA INC,SLGDVHJS1Y85,7HCP9,"1450 S Rolling RD,Halethorpe, Maryland,21227-3863, United States","1450 S Rolling RD,Halethorpe, Maryland,21227-3863, United States",,"Oct 6, 2015","Zhiyong Yang, CEO","Zhiyong Yang, CEO","Delaware, United States",Maryland 07
"Gray Zone, LLC","GRAY ZONE, LLC",RWMNUWBCKAJ9,8EG75,"10328 Mockingbird Pond CT,Burke, Virginia,22015-3764, United States","10328 Mockingbird Pond CT,Burke, Virginia,22015-3764, United States",https://grayzonesolutions.com/,"Oct 1, 2018","Daniel M Colman, President","Daniel M Colman, President","Virginia, United States",Virginia 11
"Local Home Care Partners, LLC",BLACKTOWER & PARTNERS LLC,MYWJWLEC8E65,9VGA1,"903 Lake Lily DR APT A314,Maitland, Florida,32751-7619, United States","903 Lake Lily DR,A314,Maitland, Florida,32751-7619, United States",,"Jul 20, 2023","IVAN FELIPE TORRENEGRA MAYORGA, LANDSCAPE ARCHITECT",IVAN FELIPE TORRENEGRA MAYORGA,"Florida, United States",Florida 10
"Materic, LLC",MATERIC LLC,HZ5UWCKDVJJ3,8PWR5,"1300 Bayard ST,Baltimore, Maryland,21230-1901, United States","1300 Bayard ST,Baltimore, Maryland,21230-2043, United States",,"Jul 4, 2020",Kelli Booth,Kelli Booth,"Maryland, United States",Maryland 07
NanoChon,"NANOCHON, INC.",HSAAS2NTM6K3,7LG68,"1317 Shepherd ST NW Unit D,Washington, District Of Columbia,20011-5559, United States","1317 Shepherd ST NW,Unit D,Washington, District Of Columbia,20011-3625, United States",https://www.nanochon.com/,"Aug 19, 2021","Ben Holmes, CEO/Secretary","Ben Holmes, CEO/Secretary","Delaware, United States",District Of Columbia 98
Nanodirect LLC,NANODIRECT LLC,DK1KNJNL7YV5,6YW10,"1300 Bayard ST,Baltimore, Maryland,21230-1901, United States","1300 Bayard ST,Baltimore, Maryland,21230-1901, United States",,"Jul 22, 2013",Kelli Booth,Kelli Booth,"Maryland, United States",Maryland 07
NasaClip,"NASACLIP, INC.",HWVLQYF3WH94,8UCT1,"1100 Wicomico ST,STE 600-C,Baltimore, Maryland,21230-2090, United States","8717 Timber Oak LN,Laurel, Maryland,20723, United States",https://nasaclip.com/,"Jul 7, 2015","Elizabeth P Clayborne, Dr","Elizabeth P Clayborne, Dr","Maryland, United States",Maryland 07
"Oculi, Inc",FRIS INC,QPDQS5PB3JM6,91YG2,"260 E Main ST STE 6325,Rochester, New York,14604-2100, United States","260 E Main ST STE 6325,Rochester, New York,14604-2100, United States",https://www.oculi.ai/,"Oct 15, 2019","Patrick Oduor, Mr.","Patrick Oduor, Mr.","Delaware, United States",New York 25
"Pancopia, Inc.","PANCOPIA, INC.",ZRV7TNXZPDJ3,7AJM7,"1100 Exploration WAY STE 208,Hampton, Virginia,23666-6264, United States","1100 Exploration WAY,Suite 208,Hampton, Virginia,23666-6264, United States",https://www.pancopia.com/,"Nov 7, 2014","William Cumbie, Chief Executive Officer","William Cumbie, Chief Executive Officer","Virginia, United States",Virginia 03
"PathoDynamics, LLC",PATHODYNAMICS LLC,MHRXDJYJAPU9,94RF7,"10300 Eaton PL STE 440,Fairfax, Virginia,22030-2239, United States","13701 Canal Vista CT,Potomac, Maryland,20854-1024, United States",,"Feb 16, 2021","Mohsin Jafri, CTO","Mohsin Jafri, CTO","Virginia, United States",Virginia 11
"PediaMetrix, Inc",PEDIAMETRIX INC.,M41ALBKWRKL5,81WG5,"155 Gibbs ST, Unit 537,Rockville, Maryland,20850-0393, United States","155 Gibbs ST STE 537,Rockville, Maryland,20850-0393, United States",,"Jan 23, 2018","Fereshteh Aalamifar, Dr",Reza Seifabadi,"Delaware, United States",Maryland 08
"Rhizome, LLC",RHIZOME DATA INC,UJHYTZ3RM7U6,(blank),"3619 Georgia Avenue NORTHWEST, APT 502,Washington, District Of Columbia,20010-1977, United States","3619 Georgia Avenue NORTHWEST, APT 502,Washington, District Of Columbia,20010-1977, United States",https://www.rhizomedata.com/,"Aug 9, 2022",Mishal Thadani,Mishal Thadani,"Delaware, United States",District Of Columbia 98
Scanogen Inc,SCANOGEN INC.,JK9PMLM41J77,6NSE7,"3102 Lord Baltimore DR,STE 214,Baltimore, Maryland,21244-2881, United States","3102 Lord Baltimore DR,STE 214,Baltimore, Maryland,21244-2881, United States",http://www.scanogen.com/,"Nov 19, 2012",ALFREDO A CELEDON,ALFREDO A CELEDON,"Delaware, United States",Maryland 07
SeeHear LLC,SEEHEAR LLC,NNGGL4HBEAW1,6XM87,"1716 N Danville ST,Arlington, Virginia,22201-4034, United States","1716 N Danville ST,Arlington, Virginia,22201-4034, United States",https://seehear.us/,"Jun 5, 2013",Silvio P Eberhardt,Silvio P Eberhardt,"Virginia, United States",Virginia 08
Sensing Machines LLC,SENSING MACHINES LLC,DQE7VT6GUTQ1,4J6H4,"12010 Hammonds Glen CIR,Kingsville, Maryland,21087-1515, United States","12010 Hammonds Glen CIR,Kingsville, Maryland,21087-1515, United States",http://www.sensing-machines.com/,"May 25, 2006","FRANCISCO Tejada, President","FRANCISCO Tejada, President","Maryland, United States",Maryland 01
"SmartBridge, Inc.","SMARTBRIDGE, LLC",MBF8QJZTKL83,42DG7,"2050 W Sam Houston PKWY S STE 1425,Houston, Texas,77042-2079, United States","2050 W Sam Houston PKWY S STE 1425,Houston, Texas,77042-2079, United States",https://smartbridge.com/,"Feb 19, 2003","Brooke Browne, Marketing Director","Deepthi Raju, Director","Texas, United States",Texas 07
Staff U,DEFENSE CONTRACTING INC,FKZYBBYD3CJ7,7CNP6,"6175 Guardian Gtwy,STE R U,Aberdeen Proving Ground, Maryland,21005-1317, United States","6175 Guardian Gtwy,STE R U,Aberdeen Proving Ground, Maryland,21005-1317, United States",,"Sep 29, 2014","Evan N Jalbert, Sr.","Evan N Jalbert, Sr.","Maryland, United States",Maryland 01
"Stocastic, LLC",STOCASTIC LLC,L291S2FT3X95,7HMG4,"629 S Belnord AVE,Baltimore, Maryland,21224-3804, United States","629 S Belnord AVE,Baltimore, Maryland,21224-3804, United States",https://www.stocastic.com/,"Oct 8, 2015",Eric Hamrock,Eric Hamrock,"Delaware, United States",Maryland 07
"Biokmir, LLC",,,,"3221 KAISER DR,ELLICOTT CITY, MD,21043-4557, USA",,,,,,,
Ovalz,,,,"7761 DIAMONDBACK RD,COLLEGE PARK, MD,20740-3240, USA",,,,,,,
AlgenAir LLC,,,,"6024 BROAD ST,FL 2,PITTSBURGH, PA,15206-3010, USA",,,,,,,
Advancing Synergy,"ADVANCING SYNERGY, LLC",LEG3S3MAK989,66G03,"12155 Pond Pine DR,Clarksburg, Maryland,20871-4475, United States","12155 Pond Pine Drive,Clarksburg, Maryland,20871-4475, United States",https://www.advancingsynergy.com/,"Nov 18, 2009","ARTI P VARANASI, President & CEO","ARTI P VARANASI, DR.","Maryland, United States",Maryland 06
Nostopharma LLC,NOSTOPHARMA LLC,FKVPNPQK64H8,7ZZH1,"7600 Coddle Harbor LN,Potomac, Maryland,20854-3251, United States","7600 Coddle Harbor LN,Potomac, Maryland,20854-3251, United States",,"Oct 1, 2016",Jelena Jeremic,Jelena Jeremic,"Maryland, United States",Maryland 08
Microsphere Material Solutions LLC,MICROSPHERE MATERIAL SOLUTIONS LLC,L9JEFENVH8R6,7NHG8,"7226 Old Gate RD,Rockville, Maryland,20852-4414, United States","7226 Old Gate RD,Rockville, Maryland,20852-4414, United States",https://www.microspheresolutions.com/,"Jan 4, 2016",Matthew DeMay,Avi Edery,"Maryland, United States",Maryland 08
