keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"Smart HLPR, LLC","SMART HLPR, LLC",GXVCMTLKZP96,88CE6,"160 Streamwood RD,Troutman, North Carolina,28166-8825, United States","160 Streamwood RD.,Troutman, North Carolina,28166, United States",,"Apr 27, 2018","Roger V Bostelman, Dr.",Roger Bostelman,"Maryland, United States",North Carolina 10
Move And Still LLC,"ON THE MOVE CONTRACTING SERVICES, LLC",KMJXNNTTC5L4,68XU1,"18 Green Pine LN,Webster, New York,14580-8963, United States","18 Green Pine Lane,Webster, New York,14580-8963, United States",http://www.onthemovecontractingservices.com/,"Dec 1, 2009","MAAT REED, PRESIDENT",MAAT REED,"New York, United States",New York 25
OncoRedox Ltd.,ONCOREDOX LTD,DC8TPWV4DVJ8,6577A,"6 Netanyahu Yehonatan ST.,Or Yehuda,(blank), Israel","6 Netanyahu Yehonatan ST.,Or Yehuda,(blank), Israel",,"Jan 1, 2023","Gal Meister, CEO","Gal Meister, CEO","(blank), Israel",Not Applicable
Color Space,ZORAN'S CUSTOM COLOR AND RESTORATIONS LLC,RMQWJD447JK4,9KMM6,"1474 Saint Clair Shores RD,Naples, Florida,34104-3822, United States","1474 Saint Clair Shores RD,Naples, Florida,34104-3822, United States",https://www.zccrnaples.com/,"May 8, 2018","Zoran Stojisavljevic, President","Zoran Stojisavljevic, President","Florida, United States",Florida 26
Color Space,,,,,,,,,,,
Color Space,CN3 PROPERTIES L.L.C.,Y32DB3HALGJ5,9UWF8,"2315 Hilldale DR,Ann Arbor, Michigan,48105-1152, United States","2315 Hilldale DR,Ann Arbor, Michigan,48105-1152, United States",,"Feb 3, 2022","DeAnna S Crout, Chief of Operations Officer","DeAnna S Crout, Chief of Operations Officer","Michigan, United States",Michigan 06
Color Space,,,,,,,,,,,
"Innovative STEM Solutions, LLC",STRATEGYGEN CO,EKSBFFNJ5739,65HM0,"50 N Laura ST,STE 2500,Jacksonville, Florida,32202-3646, United States","50 N Laura ST STE 2500,Jacksonville, Florida,32202-3646, United States",https://strategygen.com/,"Jul 15, 2009","Donald R Haley, Dr.","Donald R Haley, Dr.","Florida, United States",Florida 04
RemBac Environmental,"REMBAC ENVIRONMENTAL, LLC",ESU1JMK4DYJ4,8CCL6,"3140 Edgewood RD,Ellicott City, Maryland,21043-3420, United States","3140 Edgewood RD,Ellicott City, Maryland,21043-3420, United States",https://www.rembac.com/,"Aug 31, 2017",Kevin R Sowers,Kevin R Sowers,"Maryland, United States",Maryland 03
Lensguide Imaging Technology Inc.,LENSGUIDE IMAGING TECHNOLOGY INC,VGLLXNMDNHQ5,872N0,"707 Anderson AVE,Rockville, Maryland,20850-2104, United States","707 Anderson AVE,Rockville, Maryland,20850-2104, United States",,"Oct 18, 2018","Mohammad Amin Tadayon, CEO and President","Mohammad Amin Tadayon, CEO and President","Delaware, United States",Maryland 08
"OraBiotech, LLC","ORABIOTECH, LLC",KF5LQ1X8QF87,92NV4,"1911 Billabong LN,Chapel Hill, North Carolina,27516-9753, United States","1911 Billabong LN,Chapel Hill, North Carolina,27516-9753, United States",,"Jun 18, 2021","Rishma Shah, Dr","Rishma Shah, Dr","North Carolina, United States",North Carolina 04
Syzygy Optics Inc.,SYZYGY OPTICS LLC,EVVCNB5YZUS3,(blank),"536 Meadow Run,Chapel Hill, North Carolina,27517-8022, United States","536 Meadow Run,Chapel Hill, North Carolina,27517, United States",,"Jan 7, 2010",Mike Sullivan,Mike Sullivan,"North Carolina, United States",North Carolina 09
"Resilient Lifescience, Inc.","RESILIENT LIFESCIENCE, INC",TCT3X4JFLTP8,9GAD4,"100 S Commons,Pittsburgh, Pennsylvania,15212-5359, United States","100 S Commons,#102,Pittsburgh, Pennsylvania,15212, United States",https://www.resilient.bio/,"Apr 22, 2022","Bradford Holden, CEO","Bradford Holden, CEO","Delaware, United States",Pennsylvania 12
"PFF, LLC",,,,"PLOT NO 38/48 PFF KANGUNDO ROAD,NAIROBI,(blank), KEN",,,,,,,
"PFF, LLC","PFF, LLC",P25AZ6WDJ589,7SXE9,"7811 Hubble DR,Lanham, Maryland,20706-2494, United States","7811 Hubble DR,Lanham, Maryland,20706-2494, United States",,"Nov 16, 2016","Cassandra Lacey, CEO","Cassandra Lacey, CEO","Maryland, United States",Maryland 04
"Assure Technologies, LLC","ASSURE MEDICAL TECHNOLOGIES, INC.",MHJUNMMNSN47,82D85,"200 Butternut DR,Chapel Hill, North Carolina,27514-1615, United States","200 Butternut DR,Chapel Hill, North Carolina,27514-1615, United States",,"Feb 1, 2018",Stephen Eckel,Stephen Eckel,"Delaware, United States",North Carolina 04
"Predictive, LLC",,,,"310 GOVERNMENT AVE,NICEVILLE, FL,32578-1809, USA",,,,,,,
"Predictive, LLC",,,,"2 JACQUELINE DR,DOVER, NH,03820-5019, USA",,,,,,,
"Predictive, LLC",,,,"412 SHELLCASTLE RD,ROCKY MOUNT, NC,27804-7709, USA",,,,,,,
"Predictive, LLC",,,,"951 20TH ST,UNIT 13467,DENVER, CO,80201-5386, USA",,,,,,,
"Predictive, LLC",,,,"5900 BALCONES DR,SUITE 100,AUSTIN, TX,78731-4298, USA",,,,,,,
Wave Welcome,WAVE WELCOME LLC,K6U9KE5XD7B1,62YN7,"6307 Hickory Bnd,Clinton, Maryland,20735-9588, United States","6307 Hickory Bend,Clinton, Maryland,20735-9588, United States",https://www.wavewelcome.com/,"Jun 10, 2020","Janelle Wright, CEO","Janelle Wright, CEO","Maryland, United States",Maryland 05
Nervosys,NERVOSYS LLC,WSHDCNQPGPC9,9XZL7,"100 N Howard ST STE R,Spokane, Washington,99201-0508, United States","100 N Howard ST STE R,Spokane, Washington,99201-0508, United States",https://nervosys.ai/,"Aug 16, 2022","Adam M Erickson, Dr.","Adam M Erickson, Dr.","Washington, United States",Washington 05
VETTA Solutions Inc,VETTA SOLUTIONS INC.,XP7KJNLQRFP3,(blank),"2140 S Dupont HWY,Camden, Delaware,19934-1249, United States","6409 Fayetteville RD,STE 120-173,Durham, North Carolina,27713-6297, United States",,"Jan 9, 2023",Elizabeth Bjornsen,Elizabeth Bjornsen,"Delaware, United States",Delaware 00
"Second Star Robotics, LLC",SECOND STAR ROBOTICS LLC,U1NSNPBC3J14,8SAS7,"2333 Distribution CIR,Silver Spring, Maryland,20910-1261, United States","2333 Distribution CIR,Silver Spring, Maryland,20910-1261, United States",https://www.secondstarrobotics.com/,"Sep 1, 2019","Eric Berkenpas, Partner","Eric Berkenpas, Partner","Virginia, United States",Maryland 08
"Freshmeet U., Inc","FRESHMEET U., INC.",HV1DC9MV4F17,939Y3,"20 Goldsborough WAY,Reisterstown, Maryland,21136-6443, United States","20 Goldsborough WAY,Reisterstown, Maryland,21136-6443, United States",https://www.freshmeetu.com/who-is-fmu/,"Sep 1, 2014","Crystal Smith, Partner","Crystal Smith, Partner","Maryland, United States",Maryland 02
getGFTD,,,,,,,,,,,
Liatris Inc.,,,,"10006 LIATRIS LN,null,EDEN PRAIRIE, MN,55347-1210, USA",,,,,,,
Liatris Inc.,EXTENDED FAMILY SERVICES LLC,ZBV2SG5PXA56,9SPV6,"3343 Fugarwe CT Unit 5,North Pole, Alaska,99705-6409, United States","3343 Fugarwe Court Unit 5,North Pole, Alaska,99705, United States",,"Dec 4, 2023","Airial T Williams, Owner","Airial T Williams, Owner","Alaska, United States",Alaska 00
Liatris Inc.,LIATRIS INC.,PJ9WKMRVDDX6,87NV6,"5640 Fishers Lane,Suite D,Rockville, Maryland,20852-1737, United States","5640 Fishers Lane,Suite D,Rockville, Maryland,20852, United States",https://www.liatris.biz/,"Mar 23, 2018","Frank Yang, Mr","Riley Engels, Mr","Delaware, United States",Maryland 08
"miRecule, Inc.","MIRECULE, INC.",D2DDKPAALJR3,7KWU3,"704 Quince Orchard RD,Gaithersburg, Maryland,20878-1751, United States","704 Quince Orchard RD,Suite 140,Gaithersburg, Maryland,20878-1751, United States",,"Feb 6, 2016","Anthony D Saleh, CEO","Anthony D Saleh, CEO","Maryland, United States",Maryland 06
Opal HTM,"OPAL HTM, INC.",KW2NMJ1EGY69,7ZQ90,"1623 W Fulton ST,Chicago, Illinois,60612-2507, United States","PO Box 104,Pomfret, Maryland,20675, United States",https://www.opalhtm.com/,"Jun 2, 2021","Connor Roberts, CEO","Connor Roberts, CEO","Delaware, United States",Illinois 07
RedShred,"REDSHRED, LLC",GU8RZGZXU5K7,766U3,"5520 Research Park DR STE 100,Catonsville, Maryland,21228-4851, United States","5520 Research Park Drive,Suite 100,Baltimore, Maryland,21228-4851, United States",https://redshred.com/,"Apr 29, 2014",Jeehye Yun,"James Kukla, CTO","Maryland, United States",Maryland 07
"Sonavex, Inc.",SONAVEX INC,EFQ8AGCC5HK7,70ZR7,"2835 Odonnell ST,STE 200,Baltimore, Maryland,21224-4994, United States","2835 O'donnell ST,Suite 200,Baltimore, Maryland,21224-4994, United States",,"Mar 2, 2015",David Narrow,David Narrow,"Delaware, United States",Maryland 07
"Sonavex, Inc.",SONAVEX INC,EFQ8AGCC5HK7,70ZR7,"2835 Odonnell ST,STE 200,Baltimore, Maryland,21224-4994, United States","2835 O'donnell ST,Suite 200,Baltimore, Maryland,21224-4994, United States",,"Mar 2, 2015",David Narrow,David Narrow,"Delaware, United States",Maryland 07
Nicelle Technologies LLC,NICELLE TECHNOLOGIES INC,UYWZM8MHL2W7,9SKT1,"2140 S Dupont HWY,Camden, Delaware,19934-1249, United States","PO Box 37236,Raleigh, North Carolina,27627, United States",https://nicelletech.com/,"Oct 30, 2023",Cheryl T Wooten,Cheryl T Wooten,"Delaware, United States",Delaware 00
Imagining Reality Insights & Solutions Inc.,"IMAGINING REALITY INSIGHTS & SOLUTIONS, INC.",YBJNM8JECF46,985P0,"300 W Pratt ST,Su 200,Baltimore, Maryland,21201-6504, United States","300 W Pratt ST STE 200,Baltimore, Maryland,21201-6512, United States",,"Nov 1, 2021",Nao Gamo,Amy Hizoune,"Maryland, United States",Maryland 07
"AGAPE Strategic Solutions of Maryland, LLC","AGAPE STRATEGIC SOLUTIONS OF MARYLAND, LLC",RQVUQQ9T9MT6,9KY65,"3102 Tribune CT,Hyattsville, Maryland,20782-2977, United States","3102 Tribune CT,Hyattsville, Maryland,20782-2977, United States",https://www.agapessom.com/,"Nov 23, 2022","Melva T Covington, Dr","Melva T Covington, Dr","Maryland, United States",Maryland 04
Alperian,"ALPERIAN, LLC",SXRRDFTN2547,(blank),"8082 Leishear RD,Laurel, Maryland,20723-1165, United States","8082 Leishear RD,Laurel, Maryland,20723-1165, United States",,"Jun 21, 2021","Jason Harwerth, Founder and CEO","Jason Harwerth, Founder and CEO","Maryland, United States",Maryland 03
Future State Health Information Management Systems,TETRA FIELDS LLC,FCKARMCJLC51,8J2G0,"13308 Arctic AVE,Rockville, Maryland,20853-3012, United States","13308 Arctic AVE,Rockville, Maryland,20853-3012, United States",https://www.tetrafields.com/,"Feb 24, 2020","Thomas W Chon, Chief Executive Officer","Steve K Chon, Chief Operating Officer","Maryland, United States",Maryland 08
Kgenetix farm llc,KGENETIX FARM LLC,U54CHNEY9DB8,9LBC0,"2315 Ashburton ST,Baltimore, Maryland,21216-2912, United States","201 Rudy Park,Elkton, Maryland,21921, United States",,"Apr 28, 2023",brandon walker,brandon walker,"Maryland, United States",Maryland 07
RADECO LLC,"RADECO, INC.",CMR1LF7E9333,1N8W5,"17 West PKWY,Plainfield, Connecticut,06374-2048, United States","17 West PKWY,Plainfield, Connecticut,06374-0248, United States",http://www.radecoinc.com/,"Feb 4, 2000",Bradford Lovendale,BRAD LOVENDALE,"Connecticut, United States",Connecticut 02
"CA Enterprise, LLC",,,,,,,,,,,
"CA Enterprise, LLC",COUNTY OF PLACER,ERCJLBTYC234,62LJ1,"11716 Enterprise DR,Auburn, California,95603-3732, United States","11716 Enterprise Drive,Auburn, California,95603-3723, United States",,"Jun 30, 2010","JULIEANN FRINK, ITS","RANDI GRECO, IT Technician II","(blank), (blank)",California 03
"CA Enterprise, LLC",,,,,,,,,,,
"CA Enterprise, LLC",S.D.A.B INC,KZ22MNPYJB13,6B9X8,"722 Enterprise ST,Escondido, California,92029-1247, United States","722 Enterprise ST.,Escondido, California,92029-1247, United States",http://www.sandiegosautobody.com/,"May 16, 2010",tarek kabban,tarek kabban,"California, United States",California 48
"CA Enterprise, LLC",,,,"10105 GREENACRES DR,BAKERSFIELD, CA,93312, USA",,,,,,,
"NovoLINC, Inc.",NOVOL SP. Z O.O.,PXNTQ37HMGS5,(blank),"Zabikowska 7 LOK. 9,Komorniki,62-052, Poland","Zabikowska 7 LOK. 9,Komorniki,62-052, Poland",,"Dec 5, 1990","Michal Kierczynski, Mr","Grzegorz Wojciechowski, Mr","(blank), Poland",Not Applicable
Magnify Biosciences Inc.,MAGNIFY BIOSCIENCES INC.,UYGVDZDSW9Q3,(blank),"1632 Norman DR,Sewickley, Pennsylvania,15143-8557, United States","1632 Norman DR,Sewickley, Pennsylvania,15143-8557, United States",https://www.magnifybiosci.com/,"Feb 22, 2023",Yongxin Zhao,Yongxin Zhao,"Delaware, United States",Pennsylvania 17
Coordle,COORDLE INC,VGQWB5E7F3K3,9XFP1,"333 E 20TH ST,Baltimore, Maryland,21218-6109, United States","333 E 20TH ST,Baltimore, Maryland,21218, United States",,"May 17, 2022","Jen Fry, Dr.","Jen Fry, Dr.","Delaware, United States",Maryland 07
Precision Wellness,S.O.S.A.B. LLC,UJ6KWR81THW3,97QM4,"700 Pennsylvania AVE SE FL 2,Washington, District Of Columbia,20003-2493, United States","700 Pennsylvania AVE SE FL 2,Washington, District Of Columbia,20003-2493, United States",https://www.precisionwellbeing.net/,"May 11, 2021","Shenita-Ann P Grymes, Ms","Shenita-Ann P Grymes, Ms","District Of Columbia, United States",District Of Columbia 98
Precision Wellness,"TRAC WELLNESS, LLC",U762NK5XKKT4,9HQQ7,"5317 Abbey RDG,Stone Mountain, Georgia,30088-1820, United States","5317 Abbey RDG,Stone Mountain, Georgia,30088, United States",,"Jan 11, 2021",Ashley January,Ashley January,"Georgia, United States",Georgia 04
Khanjur R&D,"KHANJUR HOLDINGS, LLC",T81CKJG4CM38,9EPY3,"3390 Cupecoy Point AVE,Las Vegas, Nevada,89141-3213, United States","3390 Cupecoy Point Avenue,Las Vegas, Nevada,89141-3213, United States",https://khanjur.com/,"Aug 31, 2022","Sabrina Curtis, Manager","Sabrina Curtis, Manager","Nevada, United States",Nevada 03
Shell Yeah,SHELL YEAH! LLC,KDXUA129N265,01R03,"916 23RD ST,Gulfport, Mississippi,39501-3350, United States","916 23RD ST,Gulfport, Mississippi,39501-3350, United States",,"Feb 21, 2024",Ebony Conley,Ebony Conley,"Mississippi, United States",Mississippi 04
"Kandih Group, LLC",KANDIH GROUP LC,T9Q7HEENL936,72MP4,"2 Countryside CT,Silver Spring, Maryland,20905-4516, United States","2 Countryside CT,Silver Spring, Maryland,20905, United States",http://kandih.com/,"Sep 19, 2013",HARRIET KAMENDI,HARRIET KAMENDI,"Maryland, United States",Maryland 08
Balance,,,,,,,,,,,
Balance,,,,"522 EDISON ST SE,OLYMPIA, WA,98501, USA",,,,,,,
Balance,,,,"2026 PARKVIEW AVE,KALAMAZOO, MI,49008-2834, USA",,,,,,,
Balance,,,,"1016 Grand Ave,Waukegan, IL,60085-3794, USA",,,,,,,
Balance,,,,"4900 WYCLIFF LN,null,FAIRFAX, VA,22032-2351, USA",,,,,,,
"BeneKinetic, Inc.","BENEKINETIC, INC,",J9AEEM6ZNVU6,(blank),"1451 Rockville Pike STE 250,Rockville, Maryland,20852-1486, United States","1451 Rockville Pike STE 250,Rockville, Maryland,20852-1486, United States",,"May 19, 2023","Eric Hsia, Lead PT","Eric Hsia, Lead PT","Delaware, United States",Maryland 08
Neopathology Corp.,,,,"4539 METROPOLITAN CT,FREDERICK, MD,21704-9452, USA",,,,,,,
Spray,SPRAY CITY HALL,D536G8NJNM46,8GUF2,"300 Park ST,Spray, Oregon,97874-2010, United States","300 Park AVE,P.O. Box 83,Spray, Oregon,97874-2010, United States",,"Jan 1, 1958","Crystal J Rey, City Recorder","Crystal J Rey, City Recorder","(blank), (blank)",Oregon 02
Spray,"MCCAIN, JAMES",PSCPKVYP61P6,4VDQ5,"1703 Greg ST,Sparks, Nevada,89431-5938, United States","1703 Greg ST,Sparks, Nevada,89431-5938, United States",https://spraycraftautopaint.com/,"Jan 1, 2018","JAMES MCCAIN - SPRAY CRAFT AUTO PAINTING MCCAIN, OWNER",JAMES MCCAIN - SPRAY CRAFT AUTO PAINTING MCCAIN,"Nevada, United States",Nevada 02
Spray,KINFOLK KREATIONS CUSTOM WOODWORKING LLC,CWHJK778BMA5,(blank),"35777 Old Scale DR,Bagley, Minnesota,56621-4262, United States","35777 Old Scale DR,Bagley, Minnesota,56621-4262, United States",https://kinfolkkreationscw.com/,"Feb 10, 2020",Dillon Spray,"Dillon Spray, President","Minnesota, United States",Minnesota 08
Spray,"DEFENSE, HAWAII DEPARTMENT OF",MDZEFA2Z8DN5,4AFZ4,"3949 Diamond Head Road,Honolulu, Hawaii,96816-4413, United States","4204 Diamond Head Road,Hawaii Emergency Management Agency,Honolulu, Hawaii,96816-4495, United States",https://dod.hawaii.gov/hiema/,"Jul 1, 2014",RUSTY SPRAY,"Lauren Mark, Grants Program Manager","(blank), (blank)",Hawaii 01
